ProductID,Description,ImageUrl,Model,Price
960862,Model: Apple iPhone 16 Pro Max; Ekran Boyutu: 6.9 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4685 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 1 TB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 119999.0 TL,https://resim.epey.com/960862/b_apple-iphone-16-pro-max-1tb-2.png,Apple iPhone 16 Pro Max,119999.0
895856,Model: Apple iPhone 15 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3274 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 91199.04 TL,https://resim.epey.com/895856/b_apple-iphone-15-pro-512gb-3.png,Apple iPhone 15 Pro,91199.04
809152,Model: Apple iPhone 14 Pro Max; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4323 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 1 TB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 94805.42 TL,https://resim.epey.com/809152/b_apple-iphone-14-pro-max-1tb-2.png,Apple iPhone 14 Pro Max,94805.42
895855,Model: Apple iPhone 15 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3274 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 92609.02 TL,https://resim.epey.com/895855/b_apple-iphone-15-pro-256gb-3.png,Apple iPhone 15 Pro,92609.02
960856,Model: Apple iPhone 16 Plus; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4674 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 74989.0 TL,https://resim.epey.com/960856/b_apple-iphone-16-plus-512gb-2.png,Apple iPhone 16 Plus,74989.0
809150,Model: Apple iPhone 14 Pro Max; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4323 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 97000.0 TL,https://resim.epey.com/809150/b_apple-iphone-14-pro-max-512gb-2.png,Apple iPhone 14 Pro Max,97000.0
960855,Model: Apple iPhone 16 Plus; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4674 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 74289.0 TL,https://resim.epey.com/960855/b_apple-iphone-16-plus-256gb-2.png,Apple iPhone 16 Plus,74289.0
886226,Model: Apple iPhone 15 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3274 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 72994.29 TL,https://resim.epey.com/886226/b_apple-iphone-15-pro-3.png,Apple iPhone 15 Pro,72994.29
809146,Model: Apple iPhone 14 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3200 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 1 TB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 96999.0 TL,https://resim.epey.com/809146/b_apple-iphone-14-pro-1tb-3.png,Apple iPhone 14 Pro,96999.0
809148,Model: Apple iPhone 14 Pro Max; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4323 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 70771.2 TL,https://resim.epey.com/809148/b_apple-iphone-14-pro-max-256gb-2.png,Apple iPhone 14 Pro Max,70771.2
960854,Model: Apple iPhone 16; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3561 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 72999.0 TL,https://resim.epey.com/960854/b_apple-iphone-16-512gb-2.png,Apple iPhone 16,72999.0
959953,Model: Apple iPhone 16 Plus; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4674 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 65899.0 TL,https://resim.epey.com/959953/b_apple-iphone-16-plus-2.png,Apple iPhone 16 Plus,65899.0
809145,Model: Apple iPhone 14 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3200 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 91999.0 TL,https://resim.epey.com/809145/b_apple-iphone-14-pro-512gb-3.png,Apple iPhone 14 Pro,91999.0
960853,Model: Apple iPhone 16; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3561 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 63499.2 TL,https://resim.epey.com/960853/b_apple-iphone-16-256gb-2.png,Apple iPhone 16,63499.2
802361,Model: Apple iPhone 14 Pro Max; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4323 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 65562.0 TL,https://resim.epey.com/802361/b_apple-iphone-14-pro-max-2.png,Apple iPhone 14 Pro Max,65562.0
717143,Model: Apple iPhone 13 Pro Max; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 458 PPI; Batarya Kapasitesi: 4352 mAh; Kamera Çözünürlüğü: 12 MP; CPU Üretim Teknolojisi: 5 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 1 TB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 99999.0 TL,https://resim.epey.com/717143/b_apple-iphone-13-pro-max-1tb-6.png,Apple iPhone 13 Pro Max,99999.0
809144,Model: Apple iPhone 14 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3200 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 78000.0 TL,https://resim.epey.com/809144/b_apple-iphone-14-pro-256gb-3.png,Apple iPhone 14 Pro,78000.0
994887,Model: Apple iPhone 16e; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4005 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 59999.0 TL,https://resim.epey.com/994887/b_apple-iphone-16e-512gb-1.png,Apple iPhone 16e,59999.0
959779,Model: Apple iPhone 16; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3561 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 54999.0 TL,https://resim.epey.com/959779/b_apple-iphone-16-2.png,Apple iPhone 16,54999.0
802356,Model: Apple iPhone 14 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3200 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 61983.0 TL,https://resim.epey.com/802356/b_apple-iphone-14-pro-3.png,Apple iPhone 14 Pro,61983.0
994886,Model: Apple iPhone 16e; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4005 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 48979.0 TL,https://resim.epey.com/994886/b_apple-iphone-16e-256gb-1.png,Apple iPhone 16e,48979.0
895862,Model: Apple iPhone 15 Plus; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4383 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 73066.0 TL,https://resim.epey.com/895862/b_apple-iphone-15-plus-512gb-2.png,Apple iPhone 15 Plus,73066.0
717141,Model: Apple iPhone 13 Pro Max; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 458 PPI; Batarya Kapasitesi: 4352 mAh; Kamera Çözünürlüğü: 12 MP; CPU Üretim Teknolojisi: 5 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 82000.0 TL,https://resim.epey.com/717141/b_apple-iphone-13-pro-max-256gb-6.png,Apple iPhone 13 Pro Max,82000.0
994885,Model: Apple iPhone 16e; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4005 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 3 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 8 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 41749.0 TL,https://resim.epey.com/994885/b_apple-iphone-16e-1.png,Apple iPhone 16e,41749.0
895858,Model: Apple iPhone 15 Plus; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4383 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 64999.0 TL,https://resim.epey.com/895858/b_apple-iphone-15-plus-256gb-2.png,Apple iPhone 15 Plus,64999.0
895867,Model: Apple iPhone 15; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3349 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 62999.0 TL,https://resim.epey.com/895867/b_apple-iphone-15-512gb-1.png,Apple iPhone 15,62999.0
894506,Model: Apple iPhone 15 Plus; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 4383 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 58999.0 TL,https://resim.epey.com/894506/b_apple-iphone-15-plus-2.png,Apple iPhone 15 Plus,58999.0
895863,Model: Apple iPhone 15; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3349 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 53999.0 TL,https://resim.epey.com/895863/b_apple-iphone-15-256gb-1.png,Apple iPhone 15,53999.0
717138,Model: Apple iPhone 13 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3095 mAh; Kamera Çözünürlüğü: 12 MP; CPU Üretim Teknolojisi: 5 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 78999.0 TL,https://resim.epey.com/717138/b_apple-iphone-13-pro-256gb-1.png,Apple iPhone 13 Pro,78999.0
809161,Model: Apple iPhone 14 Plus; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 458 PPI; Batarya Kapasitesi: 4325 mAh; Kamera Çözünürlüğü: 12 MP; CPU Üretim Teknolojisi: 5 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 58254.05 TL,https://resim.epey.com/809161/b_apple-iphone-14-plus-512gb-1.png,Apple iPhone 14 Plus,58254.05
886210,Model: Apple iPhone 15; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3349 mAh; Kamera Çözünürlüğü: 48 MP; CPU Üretim Teknolojisi: 4 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 49198.8 TL,https://resim.epey.com/886210/b_apple-iphone-15-1.png,Apple iPhone 15,49198.8
716500,Model: Apple iPhone 13 Pro; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3095 mAh; Kamera Çözünürlüğü: 12 MP; CPU Üretim Teknolojisi: 5 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 128 GB; Ekran Yenileme Hızı: 120 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 51914.4 TL,https://resim.epey.com/716500/b_apple-iphone-13-pro-8.png,Apple iPhone 13 Pro,51914.4
809160,Model: Apple iPhone 14 Plus; Ekran Boyutu: 6.7 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 458 PPI; Batarya Kapasitesi: 4325 mAh; Kamera Çözünürlüğü: 12 MP; CPU Üretim Teknolojisi: 5 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 256 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 54999.0 TL,https://resim.epey.com/809160/b_apple-iphone-14-plus-256gb-1.png,Apple iPhone 14 Plus,54999.0
809142,Model: Apple iPhone 14; Ekran Boyutu: 6.1 İnç; Ekran Teknolojisi: OLED; Piksel Yoğunluğu: 460 PPI; Batarya Kapasitesi: 3279 mAh; Kamera Çözünürlüğü: 12 MP; CPU Üretim Teknolojisi: 5 nm; İşletim Sistemi: iOS; RAM Kapasitesi: 6 GB; Dahili Hafıza: 512 GB; Ekran Yenileme Hızı: 60 Hz; 5G: Var; Suya dayanıklılık: IPX8; Toza dayanıklılık: IP6X; Price: 49999.0 TL,https://resim.epey.com/809142/b_apple-iphone-14-512gb-3.png,Apple iPhone 14,49999.0
